OrderID,Date,CustomerID,Region,Channel,Category,Product,Quantity,UnitPrice_KES,Revenue_KES,PaymentMethod
ORD0259,16/02/2026,CUST052,Nairobi,In-Store,Accessories,Laptop Sleeve,1,2600,2600,M-Pesa
ORD0260,16/02/2026,CUST065,Nakuru,Online,Personal Care,Hair Dryer,4,4800,19200,Card
ORD0261,21/03/2026,CUST051,Kisumu,Online,Electronics,Keyboard,1,3200,3200,Card
ORD0262,13/03/2026,CUST078,Nakuru,In-Store,Personal Care,Electric Shaver,2,6500,13000,M-Pesa
ORD0263,05/01/2026,CUST067,Nakuru,In-Store,Home & Office,Office Chair,4,14500,58000,Cash
ORD0264,18/01/2026,CUST021,Nakuru,Online,Personal Care,Face Cleanser,3,1600,4800,Cash
ORD0265,08/02/2026,CUST069,Nakuru,Online,Personal Care,Face Cleanser,5,1600,8000,Card
ORD0266,02/03/2026,CUST087,Nairobi,Online,Electronics,USB-C Hub,3,4500,13500,Cash
ORD0267,09/02/2026,CUST034,Mombasa,Online,Electronics,Bluetooth Speaker,4,5200,20800,Cash
ORD0268,03/03/2026,CUST100,Nakuru,In-Store,Home & Office,Backpack,5,4200,21000,Cash
ORD0269,01/02/2026,CUST025,Nairobi,In-Store,Electronics,Bluetooth Speaker,1,5200,5200,Card
ORD0270,20/01/2026,CUST065,Nakuru,Online,Accessories,Charging Cable,4,950,3800,Cash
ORD0271,08/01/2026,CUST072,Kisumu,Online,Home & Office,Backpack,2,4200,8400,Card
ORD0272,09/03/2026,CUST059,Kisumu,In-Store,Accessories,Laptop Sleeve,2,2600,5200,Cash
ORD0273,29/03/2026,CUST025,Mombasa,In-Store,Personal Care,Face Cleanser,4,1600,6400,Card
ORD0274,29/01/2026,CUST089,Nakuru,In-Store,Personal Care,Body Lotion,2,1200,2400,Card
ORD0275,13/03/2026,CUST074,Nakuru,Online,Personal Care,Body Lotion,1,1200,1200,Card
ORD0276,14/02/2026,CUST037,Nairobi,In-Store,Home & Office,Office Chair,1,14500,14500,Card
ORD0277,25/03/2026,CUST026,Kisumu,Online,Personal Care,Perfume,2,5500,11000,Cash
ORD0278,04/02/2026,CUST095,Mombasa,In-Store,Home & Office,Desk Lamp,5,2800,14000,Cash
ORD0279,09/03/2026,CUST013,Nakuru,In-Store,Home & Office,Notebook Pack,1,900,900,Card
ORD0280,13/01/2026,CUST119,Mombasa,In-Store,Home & Office,Desk Lamp,5,2800,14000,Card
ORD0281,03/03/2026,CUST037,Nairobi,Online,Home & Office,Office Chair,3,14500,43500,M-Pesa
ORD0282,25/03/2026,CUST117,Mombasa,In-Store,Home & Office,Backpack,1,4200,4200,M-Pesa
ORD0283,05/01/2026,CUST120,Kisumu,Online,Accessories,Earphones,2,3000,6000,M-Pesa
ORD0284,08/02/2026,CUST059,Nakuru,Online,Electronics,USB-C Hub,3,4500,13500,M-Pesa
ORD0285,06/03/2026,CUST104,Nairobi,In-Store,Accessories,Laptop Sleeve,2,2600,5200,Cash
ORD0286,28/02/2026,CUST095,Kisumu,Online,Personal Care,Electric Shaver,1,6500,6500,Cash
ORD0287,28/03/2026,CUST110,Nakuru,Online,Home & Office,Notebook Pack,5,900,4500,Cash
ORD0288,11/02/2026,CUST024,Mombasa,In-Store,Electronics,Power Bank,1,3500,3500,M-Pesa
ORD0289,01/01/2026,CUST058,Kisumu,Online,Personal Care,Perfume,2,5500,11000,Card
ORD0290,16/03/2026,CUST089,Mombasa,In-Store,Electronics,USB-C Hub,3,4500,13500,M-Pesa
ORD0291,01/03/2026,CUST088,Kisumu,Online,Personal Care,Electric Shaver,4,6500,26000,Cash
ORD0292,07/02/2026,CUST029,Mombasa,In-Store,Personal Care,Face Cleanser,2,1600,3200,Card
ORD0293,19/03/2026,CUST117,Nakuru,Online,Personal Care,Perfume,5,5500,27500,Cash
ORD0294,28/01/2026,CUST068,Nakuru,In-Store,Home & Office,Backpack,1,4200,4200,Card
ORD0295,10/01/2026,CUST116,Mombasa,In-Store,Electronics,Wireless Mouse,5,1800,9000,M-Pesa
ORD0296,22/01/2026,CUST015,Mombasa,Online,Personal Care,Face Cleanser,4,1600,6400,Card
ORD0297,12/01/2026,CUST017,Nakuru,In-Store,Accessories,Phone Case,4,1100,4400,M-Pesa
ORD0298,13/03/2026,CUST051,Kisumu,Online,Accessories,Laptop Sleeve,1,2600,2600,Cash
ORD0299,28/01/2026,CUST045,Nairobi,In-Store,Electronics,Wireless Mouse,4,1800,7200,M-Pesa
ORD0300,09/01/2026,CUST053,Mombasa,Online,Accessories,Phone Case,3,1100,3300,Cash
